"","X","nro","varcode","wave","russian","english"
"3429",374,374,"pc5.1","h20","Сколько жилых комнат занимает Ваша семья?","How many living rooms take your family?"
"3430",375,375,"pc7.1","h20","У Вас в доме есть центральное отопление от ТЭЦ; котельной?","You in the house has central heating from CHP; boiler?"
"3431",376,376,"pc7.2","h20","У Вас в доме есть централизованное водоснабжение?","Do you have a house in central water supply?"
"3432",377,377,"pc7.3","h20","У Вас в доме есть горячее водоснабжение?","Do you have a house in hot water?"
"3433",378,378,"pc7.7","h20","У Вас в доме есть магистральный; не баллонный газ?","Do you have a trunk in the house; not bottled gas?"
"3434",379,379,"pc7.8","h20","У Вас в доме есть напольная электроплита?","Do you have a home electric floor?"
"3435",380,380,"pc7.5","h20","У Вас в доме есть централизованная канализация?","You in the house has a centralized sewerage system?"
"3436",381,381,"pc7.6","h20","У Вас в доме есть телефон (НЕ СОТОВЫЙ)?","Do you have a phone in the house (not a cell)?"
"3437",382,382,"pc9.1.1a","h20","У Вас есть холодильник; не требующий разморозки (NO FROST)?","Do you have a refrigerator; does not require defrosting (NO FROST)?"
"3438",383,383,"pc9.1.1b","h20","Сколько лет холодильнику; не требующему разморозки?","How old refrigerator; does not require defrosting?"
"3439",384,384,"pc9.2a","h20","У Вас есть отдельная морозильная камера?","Do you have a separate freezer?"
"3440",385,385,"pc9.2b","h20","Сколько лет морозильной камере?","How old is the freezer?"
"3441",386,386,"pc9.3.2a","h20","У Вас есть стиральная машина-автомат?","Do you have a washing machine?"
"3442",387,387,"pc9.3.2b","h20","Сколько лет стиральной машине-автомат?","How old washing machine?"
"3443",388,388,"pc9.3.1a","h20","У Вас есть микроволновая печь?","Do you have a microwave oven?"
"3444",389,389,"pc9.3.1b","h20","Сколько лет микроволновой печи?","How old microwave?"
"3445",390,390,"pc9.3.3a","h20","У Вас есть посудомоечная машина?","Do you have a dishwasher?"
"3446",391,391,"pc9.3.3b","h20","Сколько лет посудомоечной машине?","How old dishwasher?"
"3447",392,392,"pc9.5.1a","h20","У Вас есть телевизор цветной; не плоский?","In what year did (he / she) is born?"
"3448",393,393,"pc9.5.1b","h20","Сколько лет телевизору цветному; не плоскому?","Who the 18th member of the family has to 1st family member?"
"3449",394,394,"pc9.5.2a","h20","У Вас есть телевизор плоский - плазменный или жидкокристаллический?","Who the 18th member of the family has to 2nd family member?"
"3450",395,395,"pc9.5.2b","h20","Сколько лет телевизору плоскому - плазменному или жидкокристаллическому?","Who the 18th member of the family has to 3rd family member?"
"3451",396,396,"pc9.6a","h20","У Вас есть видеомагнитофон или видеоплейер?","Who the 18th member of the family has to 4th member of the family?"
"3452",397,397,"pc9.6b","h20","Сколько лет видеомагнитофону или видеоплейеру?","Who the 18th member of the family has to 5th member of the family?"
"3453",398,398,"pc9.6.0a","h20","У Вас есть DVD-проигрыватель; DVD-плеер?","Who the 18th member of the family has to 6th family member?"
"3454",399,399,"pc9.6.0b","h20","Сколько лет DVD-проигрывателю; DVD-плееру?","Who the 18th member of the family has to 7th member of the family?"
"3455",400,400,"pc9.621a","h20","У Вас есть компьютер стационарный?","Who the 18th member of the family has to 8th member of the family?"
"3456",401,401,"pc9.621b","h20","Сколько лет компьютеру стационарному?","Who the 18th member of the family has to the 9th member of the family?"
"3457",402,402,"pc9.622a","h20","У Вас есть компьютер переносной - ноутбук; лэптоп?","Who the 18th member of the family has to 10th member of the family?"
